0.4070214400,5
0.4099925200,6
0.4129636000,7
0.4159346800,8
0.4170233100,9
0.4199943900,10
0.4229654700,11
0.4259365500,12
0.4289076300,13
0.4318787100,14
0.4348497900,15
0.4378208700,16
0.4407919500,17
0.4437630300,18
0.4467341100,19
0.4497051900,20
0.4526762700,21
0.4556473500,22
0.4586184300,23
0.4615895100,24
0.4645605900,25
0.4675316700,26
0.4705027500,27
0.4734738300,28
0.4764449100,29
0.4794159900,30
0.4823870700,31
0.4853581500,32
0.4883292300,33
0.4913003100,34
0.4942713900,35
0.4972424700,36
0.5002135500,37
0.5031846300,38
0.5061557100,39
0.5091267900,40
0.5120978700,41
0.5150689500,42
0.5180400300,43
0.5210111100,44
0.5239821900,45
0.5269532700,46
0.5299243500,47
0.5328954300,48
0.5358665100,49
0.5388375900,50
0.5418086700,51
0.5447797500,52
0.5477508300,53
0.5507219100,54
0.5536929900,55
0.5566640700,56
0.5596351500,57
0.5626062300,58
0.5655773100,59
0.5685483900,60
0.5715194700,61
0.5744905500,62
0.5774616300,63
0.5804327100,64
0.5834037900,65
0.5863748700,66
0.5893459500,67
0.5923170300,68
0.5952881100,69
0.5982591900,70
0.6012302700,71
0.6042013500,72
0.6071449200,73
0.6100609800,74
0.6129770400,75
0.6158655900,76
0.6168441800,77
0.6177677500,78
0.6205187500,79
0.6213873000,80
0.6222558500,81
0.6211869300,82
0.6200905000,83
0.6225664900,84
0.6250149700,85
0.6236435300,86
0.6241545400,87
0.6113228900,88
0.6117237700,89
0.6099946100,90
0.6117827600,91
0.6113583400,92
0.6087488600,93
0.5927146400,94
0.5765978900,95
0.5548062800,96
0.5348696100,97
0.5186703300,98
0.5137107300,99
0.5124335000,100
0.5111562700,101
0.5098515300,102
0.5065818100,103
0.5014296400,104
0.5018422900,105
0.5003449800,106
0.4950552600,107
0.4953578700,108
0.4900131300,109
0.4884332900,110
0.4868259400,111
0.4833361400,112
0.4836112400,113
0.4838588300,114
0.4822239700,115
0.4824715600,116
0.4827191500,117
0.4810842900,118
0.4813318800,119
0.4815794700,120
0.4818270600,121
0.4820746500,122
0.4823222400,123
0.4825698300,124
0.4828174200,125
0.4830650100,126
0.4833126000,127
0.4835601900,128
0.4838077800,129
0.4840553700,130
0.4843029600,131
0.4845505500,132
0.4847981400,133
0.4850457300,134
0.4852933200,135
0.4855409100,136
0.4857885000,137
0.4860360900,138
0.4862836800,139
0.4865312700,140
0.4867788600,141
0.4870264500,142
0.4872740400,143
0.4875216300,144
0.4877692200,145
0.4880168100,146
0.4882644000,147
0.4885119900,148
0.4887595800,149
0.4890071700,150
0.4892547600,151
0.4895023500,152
0.4897499400,153
0.4899975300,154
0.4902451200,155
0.4904927100,156
0.4907403000,157
0.4909878900,158
0.4912354800,159
0.4914830700,160
0.4917306600,161
0.4919782500,162
0.4922258400,163
0.4924734300,164
0.4927210200,165
0.4929686100,166
0.4932162000,167
0.4934637900,168
0.4937113800,169
0.4939589700,170
0.4942065600,171
0.4944541500,172
0.4947017400,173
0.4949493300,174
0.4951969200,175
0.4954445100,176
0.4956921000,177
0.4959396900,178
0.4961872800,179
0.4964348700,180
0.4966824600,181
0.4969300500,182
0.4971776400,183
0.4974252300,184
0.4976728200,185
0.4979204100,186
0.4981680000,187
0.4984155900,188
0.4986631800,189
0.4989107700,190
0.4991583600,191
0.4994059500,192
0.4996535400,193
0.4999011300,194
0.5001487200,195
0.5003963100,196
0.5006439000,197
0.5008914900,198
0.5011390800,199
0.5013866700,200
