0	0.3196373000
1	0.3114630000
2	0.2667911500
3	0.2032865700
4	0.2035341600
5	0.2037817500
6	0.2040293400
7	0.2042769300
8	0.2045245200
9	0.2047721100
10	0.2050197000
11	0.2052672900
12	0.2055148800
13	0.2057624700
14	0.2060100600
15	0.2062576500
16	0.2065052400
17	0.2067528300
18	0.2070004200
19	0.2072480100
20	0.2074956000
21	0.2077431900
22	0.2079907800
23	0.2082383700
24	0.2084859600
25	0.2087335500
26	0.2089811400
27	0.2092287300
28	0.2094763200
29	0.2097239100
30	0.2099715000
31	0.2102190900
32	0.2104666800
33	0.2107142700
34	0.2109618600
35	0.2112094500
36	0.2114570400
37	0.2117046300
38	0.2119522200
39	0.2121998100
40	0.2124474000
41	0.2126949900
42	0.2129425800
43	0.2131901700
44	0.2134377600
45	0.2136853500
46	0.2139329400
47	0.2141805300
48	0.2144281200
49	0.2146757100
50	0.2149233000
51	0.2151708900
52	0.2154184800
53	0.2156660700
54	0.2159136600
55	0.2161612500
56	0.2164088400
57	0.2166564300
58	0.2169040200
59	0.2171516100
60	0.2173992000
61	0.2176467900
62	0.2178943800
63	0.2181419700
64	0.2183895600
65	0.2186371500
66	0.2188847400
67	0.2191323300
68	0.2193799200
69	0.2196275100
70	0.2198751000
71	0.2201226900
72	0.2203702800
73	0.2206178700
74	0.2208654600
75	0.2211130500
76	0.2213606400
77	0.2216082300
78	0.2218558200
79	0.2221034100
80	0.2223510000
81	0.2225985900
82	0.2228461800
83	0.2230937700
84	0.2233413600
85	0.2235889500
86	0.2238365400
87	0.2240841300
88	0.2243317200
89	0.2245793100
90	0.2248269000
91	0.2250744900
92	0.2253220800
93	0.2255696700
94	0.2258172600
95	0.2260648500
96	0.2263124400
97	0.2265600300
98	0.2268076200
99	0.2270552100
100	0.2273028000
101	0.2275503900
102	0.2277979800
103	0.2280455700
104	0.2282931600
105	0.2285407500
106	0.2287883400
107	0.2290359300
108	0.2292835200
109	0.2295311100
110	0.2297787000
111	0.2300262900
112	0.2302738800
113	0.2305214700
114	0.2307690600
115	0.2310166500
116	0.2312642400
117	0.2315118300
118	0.2317594200
119	0.2320070100
120	0.2322546000
121	0.2325021900
122	0.2327497800
123	0.2329973700
124	0.2332449600
125	0.2334925500
126	0.2337401400
127	0.2339877300
128	0.2342353200
129	0.2344829100
130	0.2347305000
131	0.2349780900
132	0.2352256800
133	0.2354732700
134	0.2357208600
135	0.2359684500
136	0.2362160400
137	0.2364636300
138	0.2367112200
139	0.2369588100
140	0.2372064000
141	0.2374539900
142	0.2377015800
143	0.2379491700
144	0.2381967600
145	0.2384443500
146	0.2386919400
147	0.2389395300
148	0.2391871200
149	0.2394347100
150	0.2396823000
151	0.2399298900
152	0.2401774800
153	0.2404250700
154	0.2406726600
155	0.2409202500
156	0.2411678400
157	0.2414154300
158	0.2416630200
159	0.2419106100
160	0.2421582000
161	0.2424057900
162	0.2426533800
163	0.2429009700
164	0.2431485600
165	0.2433961500
166	0.2436437400
167	0.2438913300
168	0.2441389200
169	0.2443865100
170	0.2446341000
171	0.2448816900
172	0.2451292800
173	0.2453768700
174	0.2456244600
175	0.2458720500
176	0.2461196400
177	0.2463672300
178	0.2466148200
179	0.2468624100
180	0.2471100000
181	0.2473575900
182	0.2476051800
183	0.2478527700
184	0.2481003600
185	0.2483479500
186	0.2485955400
187	0.2488431300
188	0.2490907200
189	0.2493383100
190	0.2495859000
191	0.2498334900
192	0.2500810800
193	0.2503286700
194	0.2505762600
195	0.2508238500
196	0.2510714400
197	0.2513190300
198	0.2515666200
199	0.2518142100
